File name,Description,Source,Type,Download date,Download page,Download link,Download link text,Downloaded by,Manipulation
Detail County Yields for CO_SB_WH_2013_2017,NASS versus RMA yields by RMA,FSA,xls,10/04/19,https://www.fsa.usda.gov/programs-and-services/arcplc_program/arcplc-program-data/index,https://www.fsa.usda.gov/Assets/USDA-FSA-Public/usdafiles/arc-plc/excel/Detail%20County%20Yields%20for%20CO_SB_WH_2013_2017.xlsx,"Detailed ARC-CO NASS and RMA County Yields - 2009-2017 - for Soybeans, Corn, and Wheat",Matthieu,None
